crap: complexity measured from source for 1859/1970 clauses (94.4%); 111 not gated (templates / generated / macro-injected).
crap: 18/1445 functions have no coverage data and are NOT gated. Pass --on-no-coverage zero to treat them as uncovered, or check your --coverdata is complete.
FUNCTION                                                     CC  COV%   CRAP
Mut.Orchestrator.skip/3                                      1   100.0  1.0 
Mut.Orchestrator.stable_id_kind/1                            1   100.0  1.0 
Mut.Orchestrator.target?/2                                   1   100.0  1.0 
Mut.Plan.bucket/2                                            1   100.0  1.0 
Mut.Plan.canonical/1                                         1   100.0  1.0 
Mut.Plan.dump_json/1                                         1   100.0  1.0 
Mut.Plan.finalize/1                                          1   100.0  1.0 
Mut.Plan.json_dump/1                                         1   100.0  1.0 
Mut.Plan.put_stable_id/1                                     1   100.0  1.0 
Mut.ProcessTree.descendant_pids/1                            1   100.0  1.0 
Mut.ProcessTree.kill_pid/2                                   1   100.0  1.0 
Mut.Recompile.elixir_args/3                                  1   100.0  1.0 
Mut.Recompile.env/0                                          1   100.0  1.0 
Mut.Reporter.GitHubActions.annotation/2                      1   100.0  1.0 
Mut.Reporter.GitHubActions.escape/1                          1   100.0  1.0 
Mut.Reporter.GitHubActions.render/1                          1   100.0  1.0 
Mut.Reporter.Html.css/0                                      1   100.0  1.0 
Mut.Reporter.Html.render/1                                   1   100.0  1.0 
Mut.Reporter.Html.render_mutant/2                            1   100.0  1.0 
Mut.Reporter.StrykerJson.engine_count/2                      1   100.0  1.0 
Mut.Reporter.StrykerJson.files/3                             1   100.0  1.0 
Mut.Reporter.StrykerJson.metrics_extension/1                 1   100.0  1.0 
Mut.Reporter.StrykerJson.render_ast/1                        1   100.0  1.0 
Mut.Reporter.StrykerJson.stringify_keys/1                    1   100.0  1.0 
Mut.Reporter.StrykerJson.test_id/1                           1   100.0  1.0 
Mut.Reporter.Terminal.count_line/3                           1   100.0  1.0 
Mut.Reporter.Terminal.engine_total/2                         1   100.0  1.0 
Mut.Reporter.Terminal.executed?/1                            1   100.0  1.0 
Mut.Reporter.Terminal.format_float/1                         1   100.0  1.0 
Mut.Reporter.Terminal.format_pct/1                           1   100.0  1.0 
Mut.Reporter.Terminal.format_seconds/1                       1   100.0  1.0 
Mut.Reporter.Terminal.location/1                             1   100.0  1.0 
Mut.Reporter.Terminal.status_count/2                         1   100.0  1.0 
Mut.Reporter.Terminal.stream_event/3                         1   100.0  1.0 
Mut.Runtime.active_key/0                                     1   100.0  1.0 
Mut.Runtime.get_active/0                                     1   100.0  1.0 
Mut.Sandbox.all_files/1                                      1   100.0  1.0 
Mut.Sandbox.baseline/1                                       1   100.0  1.0 
Mut.Sandbox.baseline_roots/1                                 1   100.0  1.0 
Mut.Sandbox.pool_path/1                                      1   100.0  1.0 
Mut.Sandbox.source_baseline/1                                1   100.0  1.0 
Mut.Sandbox.tracked_root?/2                                  1   100.0  1.0 
Mut.SandboxQueue.checkin/2                                   1   100.0  1.0 
Mut.SandboxQueue.checkout/2                                  1   100.0  1.0 
Mut.SandboxQueue.finalize/1                                  1   100.0  1.0 
Mut.SandboxQueue.init/1                                      1   100.0  1.0 
Mut.SandboxQueue.start_link/1                                1   100.0  1.0 
Mut.SchemaBuild.child_env/0                                  1   100.0  1.0 
Mut.SchemaBuild.materialize/2                                1   100.0  1.0 
Mut.SchemaBuild.result/2                                     1   100.0  1.0 
Mut.SchemaBuild.sha256/1                                     1   100.0  1.0 
Mut.SchemaBuild.snapshot/1                                   1   100.0  1.0 
Mut.SchemaBuild.snapshot/2                                   1   100.0  1.0 
Mut.SchemaPlacer.acc/2                                       1   100.0  1.0 
Mut.SchemaPlacer.active_get_ast/0                            1   100.0  1.0 
Mut.SchemaPlacer.bitstring_segment_path?/1                   1   100.0  1.0 
Mut.SchemaPlacer.hoist_binding/1                             1   100.0  1.0 
Mut.SchemaPlacer.hoist_post/2                                1   100.0  1.0 
Mut.SchemaPlacer.lhs_match_path?/1                           1   100.0  1.0 
Mut.SchemaPlacer.macro_body_path?/1                          1   100.0  1.0 
Mut.SchemaPlacer.mutant_groups/1                             1   100.0  1.0 
Mut.SchemaPlacer.path_hash/1                                 1   100.0  1.0 
Mut.SchemaPlacer.pop_frame/1                                 1   100.0  1.0 
Mut.SchemaPlacer.push_frame/3                                1   100.0  1.0 
Mut.SchemaPlacer.record_refused/3                            1   100.0  1.0 
Mut.SchemaPlacer.relativize/1                                1   100.0  1.0 
Mut.SchemaPlacer.render/1                                    1   100.0  1.0 
Mut.SchemaPlacer.schema_case/3                               1   100.0  1.0 
Mut.SchemaPlacer.RefusedContext.message/1                    1   100.0  1.0 
Mut.SourceParse.parse_error/3                                1   100.0  1.0 
Mut.SourceSpan.Compute.byte_offset/4                         1   100.0  1.0 
Mut.SourceSpan.Compute.line_offsets/1                        1   100.0  1.0 
Mut.StableId.fallback_offset/1                               1   100.0  1.0 
Mut.StableId.sha256_128_hex/1                                1   100.0  1.0 
Mut.TestSelection.discover_test_files/1                      1   100.0  1.0 
Mut.TestSelection.Coverage.all_test_files/2                  1   100.0  1.0 
Mut.TestSelection.Coverage.convention_file?/2                1   100.0  1.0 
Mut.TestSelection.Coverage.mapset_intersects?/2              1   100.0  1.0 
Mut.TestSelection.Coverage.oracle_file_sets/1                1   100.0  1.0 
Mut.TestSelection.Coverage.oracle_tests/2                    1   100.0  1.0 
Mut.TestSelection.Coverage.order_tests/5                     1   100.0  1.0 
Mut.TestSelection.Coverage.runtime_ms/3                      1   100.0  1.0 
Mut.TestSelection.Static.analyze/1                           1   100.0  1.0 
Mut.TestSelection.Static.analyze_file/2                      1   100.0  1.0 
Mut.TestSelection.Static.discover_test_files/1               1   100.0  1.0 
Mut.TestSelection.Static.module_concat/1                     1   100.0  1.0 
Mut.TestSelection.Static.module_prefixes/1                   1   100.0  1.0 
Mut.TestSelection.Static.put_dynamic/2                       1   100.0  1.0 
Mut.TestSelection.Static.put_reference/3                     1   100.0  1.0 
Mut.TestSelection.Static.union_indexed/3                     1   100.0  1.0 
Mut.Trace.normalize_meta/1                                   1   100.0  1.0 
Mut.Trace.Writer.handle_call/3                               1   100.0  1.0 
Mut.Trace.Writer.start_link/1                                1   100.0  1.0 
Mut.Umbrella.app_names/1                                     1   100.0  1.0 
Mut.Umbrella.apps_path_glob/1                                1   100.0  1.0 
Mut.Umbrella.root_project_ast/1                              1   100.0  1.0 
Mut.Worker.elapsed/1                                         1   100.0  1.0 
Mut.Worker.kill_port/1                                       1   100.0  1.0 
Mut.Worker.open_mix_port/4                                   1   100.0  1.0 
Mut.Worker.render_patch/2                                    1   100.0  1.0 
Mut.Worker.test_timeout/1                                    1   100.0  1.0 
Mut.Worker.Formatter.drop_event/1                            1   100.0  1.0 
Mut.Worker.Formatter.test_events/1                           1   100.0  1.0 

1339 functions, 3 over CRAP 30.0, worst 42.0

2 generated dispatch table(s) — dampened, not gated (top by clause count):
  Mut.JSON.pretty/2 (13 clauses, 72.2% cov)
  Mut.TestSelection.Static.referenced_module/1 (12 clauses, 100.0% cov)

104 function(s) not gated — no source `def` matched (templates / generated / macro-injected).

Notes:
  - Coverage is line-based (:cover clause analysis), not path/branch coverage; CRAP is a lower bound for branchy code.
  - Cyclomatic complexity is derived from the source AST, not the BEAM control-flow graph.
CRAP gate failed — 3 violation(s):
  Mix.Tasks.Mut.render_reports/5: crap 42.0 > 30.0
  Mix.Tasks.Mut.E2e.assert_incremental!/1: crap 42.0 > 30.0
  Mut.Worker.Formatter.handle_cast/2: crap 42.0 > 30.0
